Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Mileage
15250,26,43000,Petrol,97,0,0,1400,5,1110,26718.953
18950,23,39704,Petrol,110,1,1,1600,5,1180,24670.914184
15999,30,38950,Petrol,110,1,0,1600,5,1130,24202.40045
14950,22,37400,Petrol,97,1,0,1400,5,1110,23239.2754
16500,27,37177,Petrol,110,0,0,1600,5,1130,23100.709667
18750,31,36544,Petrol,110,1,0,1600,5,1130,22707.381824
17950,30,33511,Petrol,110,1,0,1600,5,1130,20822.763581
17950,27,32809,Petrol,97,1,0,1400,5,1110,20386.561139
16950,26,32181,Petrol,110,1,0,1600,5,1075,19996.340151
18950,28,30993,Petrol,110,1,0,1600,5,1130,19258.151403
14950,22,30400,Petrol,97,1,0,1400,5,1110,18889.6784
22250,22,30000,Diesel,110,1,0,2000,5,1275,18641.13
15950,25,29719,Petrol,97,1,0,1400,5,1110,18466.524749
15950,28,29206,Petrol,97,1,0,1400,5,1110,18147.761426
12995,32,29198,Petrol,97,1,0,1400,5,1060,18142.790458
18950,28,28817,Petrol,110,1,0,1598,5,1130,17906.048107
15750,23,28227,Petrol,97,1,0,1400,5,1110,17539.439217
19950,28,28000,Petrol,110,0,0,1600,5,1130,17398.388
16950,23,28000,Petrol,110,1,0,1600,5,1115,17398.388
18750,31,25266,Petrol,110,1,0,1600,5,1130,15699.559686
18450,27,23489,Petrol,110,0,0,1600,5,1115,14595.383419
16895,29,22575,Petrol,110,1,0,1600,5,1115,14027.450325
14900,30,22000,Petrol,97,1,0,1400,5,1110,13670.162
18950,25,20019,Petrol,110,1,1,1600,5,1180,12439.226049
17250,29,20000,Petrol,110,1,0,1600,5,1115,12427.42
15450,25,17003,Petrol,97,1,0,1400,5,1110,10565.171113
17950,31,16238,Petrol,110,1,1,1600,5,1180,10089.822298000001
16650,25,15414,Petrol,97,1,0,1400,5,1110,9577.812594
17450,28,8537,Petrol,110,1,0,1600,5,1130,5304.644227
14900,30,7000,Petrol,97,1,0,1400,5,1100,4349.597
17950,20,66966,Diesel,90,1,0,2000,3,1245,41610.730386
15950,19,51884,Petrol,97,1,0,1400,3,1100,32239.212964000002
21950,19,50005,Diesel,110,1,0,2000,3,1265,31071.656855
16450,20,48110,Petrol,97,1,0,1400,3,1100,29894.15881
22250,20,37500,Diesel,90,1,0,2000,3,1260,23301.4125
19950,16,34472,Diesel,90,1,0,1995,3,1260,21419.901112
15950,20,33329,Petrol,97,1,0,1400,3,1100,20709.674059
18900,20,31850,Petrol,110,0,0,1600,3,1120,19790.66635
19950,17,30351,Diesel,90,1,0,1995,3,1260,18859.231221000002
15950,19,29435,Petrol,97,1,0,1400,3,1100,18290.055385
15950,19,25948,Petrol,97,1,0,1400,3,1100,16123.334708
18750,11,24500,Petrol,110,1,0,1600,3,1120,15223.5895
17450,18,23902,Petrol,97,1,0,1400,3,1100,14852.009642
18990,20,23175,Petrol,110,1,0,1600,3,1120,14400.272925
16250,19,19200,Petrol,97,1,0,1400,3,1100,11930.3232
18500,13,18000,Petrol,71,0,0,1400,3,1125,11184.678
18500,11,16123,Petrol,110,1,0,1600,3,1105,10018.364633
19450,11,14635,Petrol,110,1,1,1600,3,1155,9093.764585
16950,19,13748,Petrol,97,1,0,1400,3,1100,8542.608508
18800,14,11500,Petrol,110,1,0,1600,3,1045,7145.7665
17450,17,10000,Petrol,97,1,0,1400,3,1100,6213.71
17950,20,7187,Petrol,110,1,0,1600,3,1105,4465.793377
32500,4,1,Diesel,116,0,0,2000,5,1480,0.621371
31000,4,4000,Diesel,116,1,0,2000,5,1480,2485.484
31275,4,1500,Diesel,116,1,0,2000,5,1480,932.0565
24950,8,13253,Diesel,116,1,0,2000,5,1320,8235.029863
24950,8,13253,Diesel,116,1,0,2000,5,1320,8235.029863
22950,7,10000,Diesel,116,1,0,2000,5,1270,6213.71
24990,8,6000,Diesel,90,1,0,2000,5,1280,3728.226
21950,8,10841,Diesel,90,1,0,2000,5,1270,6736.283011
17900,7,1,Petrol,110,1,0,1600,3,1105,0.621371
19250,20,63000,Diesel,90,1,0,2000,5,1255,39146.373
22250,17,57313,Diesel,110,1,0,2000,5,1275,35612.636123000004
18950,13,57037,Petrol,110,0,0,1600,5,1115,35441.137727
19950,19,51099,Diesel,90,1,0,2000,5,1255,31751.436729
16350,14,40010,Petrol,110,1,0,1600,5,1115,24861.05371
18950,20,39115,Petrol,110,1,0,1600,5,1130,24304.926665
16950,17,36012,Petrol,110,0,0,1600,5,1130,22376.812452000002
21750,16,36000,Petrol,110,1,0,1600,5,1130,22369.356
15950,20,36000,Petrol,110,1,0,1600,5,1075,22369.356
16500,20,35000,Petrol,97,1,0,1400,5,1110,21747.985
17950,17,33740,Petrol,97,1,0,1400,5,1135,20965.05754
15850,13,33477,Petrol,110,1,0,1600,5,1075,20801.636967
16250,20,32627,Petrol,97,1,0,1400,5,1110,20273.471617
15950,20,29797,Petrol,97,1,0,1400,5,1110,18514.991687
16250,19,29441,Petrol,97,1,0,1400,5,1110,18293.783611
15950,13,29371,Petrol,110,1,0,1600,4,1105,18250.287641
16500,20,29000,Petrol,97,0,0,1400,5,1110,18019.759000000002
16500,19,27821,Petrol,97,0,0,1400,5,1110,17287.162591
18450,19,27371,Petrol,97,0,0,1400,5,1135,17007.545641
16250,13,25170,Petrol,110,1,0,1600,5,1105,15639.90807
23000,11,25000,Diesel,116,1,0,2000,5,1320,15534.275
19900,20,23000,Petrol,110,1,0,1600,5,1130,14291.533
16450,20,22588,Petrol,97,1,0,1400,5,1110,14035.528148
23950,19,21684,Petrol,192,1,0,1800,5,1185,13473.808764
19950,13,21428,Petrol,110,1,0,1600,5,1130,13314.737788
18500,16,20629,Petrol,110,1,0,1600,4,1090,12818.262359
18950,15,20270,Petrol,110,1,0,1600,5,1130,12595.19017
16450,16,20105,Petrol,97,0,0,1400,5,1110,12492.663955
20500,20,20000,Petrol,110,0,1,1600,5,1165,12427.42
24500,13,19988,Petrol,110,1,0,1600,5,1130,12419.963548
19450,19,18328,Petrol,110,0,0,1600,5,1130,11388.487688
20950,14,17896,Petrol,110,1,1,1600,4,1150,11120.055416
17200,20,17300,Petrol,97,1,0,1400,5,1110,10749.7183
19950,19,17038,Petrol,110,0,0,1600,5,1130,10586.919098
18450,10,13747,Petrol,97,1,0,1400,5,1110,8541.987137
19500,12,13634,Petrol,110,1,0,1600,5,1115,8471.772214
21750,13,13178,Petrol,110,1,0,1600,5,1130,8188.427038
16868,15,13157,Petrol,97,1,0,1400,4,1085,8175.378247
19500,16,13000,Petrol,110,1,0,1600,4,1105,8077.823
18900,11,12500,Petrol,110,1,0,1600,5,1115,7767.1375
19750,17,11999,Petrol,110,1,0,1600,5,1130,7455.830629
19750,16,11754,Petrol,110,0,1,1600,5,1180,7303.594734
18950,16,11000,Petrol,110,1,0,1600,4,1105,6835.081
20750,17,10000,Petrol,110,0,0,1598,5,1105,6213.71
19600,9,7650,Petrol,110,1,0,1600,5,1115,4753.48815
19500,14,6500,Petrol,110,1,0,1600,4,1100,4038.9115
17650,11,6155,Petrol,97,1,0,1400,5,1110,3824.538505
19950,14,6000,Petrol,110,0,0,1600,5,1130,3728.226
19950,14,5459,Petrol,110,1,0,1600,5,1130,3392.064289
20950,14,5278,Petrol,110,1,1,1600,4,1150,3279.596138
20500,12,5000,Petrol,110,1,0,1600,5,1130,3106.855
17795,9,1,Petrol,98,1,0,1400,4,1065,0.621371
18245,9,1,Petrol,110,1,0,1600,5,1075,0.621371
23750,8,11000,Petrol,110,1,0,1600,5,1130,6835.081
19500,8,10077,Petrol,97,1,0,1400,5,1110,6261.555567
18950,8,10000,Petrol,97,1,0,1400,5,1110,6213.71
21950,8,9788,Petrol,110,1,0,1600,5,1130,6081.979348
19950,8,8574,Petrol,110,1,0,1600,5,1130,5327.634954
18950,8,7000,Petrol,110,0,0,1600,5,1115,4349.597
19950,7,6250,Petrol,110,1,0,1600,5,1115,3883.56875
21950,8,5000,Petrol,110,1,0,1600,5,1130,3106.855
22500,6,3000,Petrol,110,0,0,1600,5,1130,1864.113
18500,7,2000,Petrol,110,0,0,1600,5,1075,1242.742
18700,7,450,Petrol,97,1,0,1400,5,1110,279.61695000000003
21125,2,225,Petrol,97,1,0,1400,5,1110,139.80847500000002
21500,2,15,Petrol,110,1,0,1600,5,1130,9.320565
17795,1,1,Petrol,98,1,0,1400,4,1100,0.621371
18245,1,1,Petrol,110,1,0,1600,5,1075,0.621371
6950,43,243000,Diesel,69,0,0,1900,3,1110,150993.153
9500,38,180638,Diesel,90,0,0,2000,4,1160,112243.214698
11950,40,179860,Diesel,90,1,0,2000,5,1205,111759.78806
7750,43,178858,CNG,110,0,0,1600,3,1084,111137.174318
11950,40,161000,Diesel,69,1,0,1900,3,1105,100040.731
4350,44,158320,Diesel,69,0,0,1800,5,1110,98375.45672
4750,44,131273,Diesel,69,1,0,1800,5,1110,81569.235283
11750,40,130062,Diesel,69,1,0,1900,5,1140,80816.755002
13250,41,123425,Diesel,69,1,0,1900,5,1140,76692.715675
11950,37,118217,Petrol,110,1,0,1600,5,1075,73456.615507
11900,44,110000,Diesel,69,1,0,1900,5,1095,68350.81
14750,39,108847,Diesel,90,1,0,2000,5,1205,67634.369237
9950,42,105699,Petrol,97,1,0,1400,3,1025,65678.29332900001
11950,39,98823,CNG,110,1,0,1600,5,1119,61405.746333
11495,44,96829,Petrol,110,1,0,1600,5,1075,60166.732559000004
11250,40,96518,Petrol,97,1,0,1400,3,1025,59973.486178
10500,42,92204,Petrol,110,1,0,1600,5,1075,57292.891684
10450,35,91456,Diesel,69,1,0,1900,3,1110,56828.106176
12950,43,89968,Diesel,69,1,0,1900,5,1140,55903.506128
11500,44,89757,Petrol,110,1,0,1600,3,1045,55772.396847
12500,40,85389,Petrol,110,1,0,1600,5,1075,53058.248319
10950,43,85017,Petrol,97,0,0,1400,5,1060,52827.098307
11450,41,84312,Petrol,110,0,0,1600,5,1080,52389.031752
11950,37,82743,CNG,110,1,0,1600,5,1121,51414.100653
13250,41,81106,Diesel,69,1,0,1900,5,1140,50396.916326
14750,40,80425,Diesel,90,1,0,2000,5,1205,49973.762675
11790,34,78677,Petrol,110,1,1,1600,5,1105,48887.606167
11450,40,78425,Petrol,110,1,0,1600,5,1075,48731.020675
13500,33,78108,Diesel,90,1,0,2000,3,1170,48534.046068
10950,33,77321,Petrol,110,1,0,1600,5,1075,48045.027091
13500,33,75699,Diesel,69,0,0,1900,3,1105,47037.163329
10950,41,75697,Petrol,97,1,0,1400,3,1025,47035.920587
10950,44,74846,Petrol,97,1,0,1400,3,1025,46507.133866000004
12950,38,74319,Petrol,110,1,0,1600,5,1075,46179.671349000004
11950,43,74285,Petrol,110,1,0,1600,5,1075,46158.544735
12450,44,74172,Petrol,110,1,0,1600,5,1615,46088.329812
11950,40,73042,Petrol,110,1,0,1598,5,1075,45386.180582
14950,44,71793,CNG,110,1,0,1600,4,1067,44610.088203
12450,35,71200,Petrol,110,1,0,1600,5,1075,44241.6152
12950,38,67805,Petrol,110,1,0,1600,5,1075,42132.060655
11950,35,65988,Petrol,110,1,0,1600,3,1040,41003.029548
11690,34,65345,Petrol,97,1,0,1400,5,1060,40603.487995
12450,42,64564,Petrol,110,1,0,1600,5,1080,40118.197244
12750,36,63459,Petrol,97,1,0,1400,5,1060,39431.582289
11925,44,63451,Petrol,97,0,0,1400,3,1025,39426.611321000004
12950,33,62000,Petrol,110,1,0,1600,5,1075,38525.002
11950,42,61300,Petrol,97,1,0,1400,3,1030,38090.0423
12900,41,61200,Petrol,110,1,0,1600,3,1045,38027.9052
11900,41,61000,Petrol,110,0,0,1600,5,1075,37903.631
11650,38,60829,Petrol,110,1,0,1600,5,1075,37797.376559000004
10950,44,60500,Petrol,110,0,0,1600,5,1075,37592.9455
13950,35,59500,Diesel,69,1,0,1900,3,1110,36971.5745
13950,44,59000,Petrol,110,0,1,1600,5,1110,36660.889
11950,40,58954,Petrol,110,1,0,1600,5,1080,36632.305934
10950,38,58798,Petrol,110,1,0,1600,5,1075,36535.372058
12450,38,58363,Petrol,110,1,0,1600,3,1055,36265.075673
11950,43,58277,Petrol,110,1,0,1600,3,1045,36211.637767
13500,33,57711,Diesel,90,1,0,2000,3,1165,35859.941781
11690,33,57269,Petrol,110,1,0,1600,5,1075,35585.295799
13500,39,56001,Petrol,110,1,0,1600,5,1075,34797.397371
11950,42,55968,Petrol,110,0,0,1600,3,1050,34776.892128
12900,39,55678,Petrol,110,1,0,1600,4,1030,34596.694538
13500,43,55539,Petrol,110,1,0,1600,5,1085,34510.323969
11750,42,55400,Petrol,110,0,0,1600,5,1075,34423.9534
11750,33,55350,Petrol,110,0,0,1600,5,1075,34392.88485
10850,43,54600,Petrol,110,0,0,1600,4,1030,33926.8566
11750,43,53773,Petrol,110,1,0,1600,5,1075,33412.982783
14950,42,53719,Petrol,110,1,1,1600,5,1105,33379.428749
9940,39,53644,Petrol,110,1,0,1600,5,1075,33332.825924
12900,42,53350,Petrol,110,0,0,1600,5,1075,33150.142850000004
13500,38,53000,Petrol,110,1,0,1600,5,1075,32932.663
11750,44,52084,Petrol,97,1,0,1400,3,1025,32363.487164000002
11950,44,52000,Petrol,97,0,0,1400,3,1025,32311.292
13450,33,51945,Petrol,110,1,0,1600,5,1075,32277.116595
11950,41,51732,Petrol,97,1,0,1400,3,1025,32144.764572
12495,39,50873,Petrol,110,1,0,1600,5,1075,31611.006883000002
13500,41,50856,Petrol,110,0,0,1600,4,1030,31600.443576
12750,40,50640,Petrol,110,1,0,1600,5,1075,31466.22744
12000,39,50000,Petrol,97,1,0,1400,5,1060,31068.55
11950,38,49500,Petrol,110,1,0,1600,5,1075,30757.8645
12495,44,49332,Petrol,110,1,0,1600,5,1080,30653.474172000002
12450,34,49291,Petrol,110,1,0,1600,3,1040,30627.997961
14750,40,48952,Diesel,90,1,0,2000,5,1205,30417.353192
10950,39,48945,Petrol,110,0,0,1600,3,1040,30413.003595000002
13500,33,48928,Diesel,69,1,0,1900,3,1105,30402.440288
12950,38,48197,Petrol,110,1,0,1600,5,1075,29948.218087
13500,35,48052,Diesel,69,1,0,1900,3,1105,29858.119292
13450,34,48011,Petrol,110,1,0,1600,4,1030,29832.643081000002
13500,43,48000,Petrol,110,1,0,1600,5,1075,29825.808
11480,41,47350,Petrol,110,1,0,1600,5,1075,29421.91685
13450,39,46821,Petrol,97,1,0,1400,5,1060,29093.211591
11495,39,46694,Petrol,110,0,0,1600,3,1040,29014.297474
12750,43,46515,Petrol,97,0,0,1400,5,1025,28903.072065
14990,38,46327,Petrol,110,1,0,1600,3,1055,28786.254317
12950,35,46304,Petrol,97,1,0,1400,5,1060,28771.962784
12950,40,45886,Petrol,110,1,0,1600,5,1080,28512.229706000002
12850,39,45713,Petrol,97,1,0,1400,5,1085,28404.732523
13950,40,45600,Petrol,110,1,1,1600,5,1105,28334.5176
11950,41,45287,Petrol,110,1,0,1600,5,1075,28140.028477
12950,39,45081,Petrol,110,1,0,1600,5,1075,28012.026051
11700,40,44830,Petrol,110,1,0,1600,5,1075,27856.06193
9950,37,44757,Petrol,97,0,0,1400,3,1025,27810.701847
11895,44,44218,Petrol,97,1,0,1400,5,1060,27475.782878
12950,43,43632,Petrol,110,1,0,1600,5,1075,27111.659472
12500,36,43427,Petrol,110,1,0,1600,3,1040,26984.278417
13875,39,43254,Petrol,110,1,0,1600,5,1075,26876.781234000002
10500,35,43000,Petrol,110,0,0,1600,3,1050,26718.953
12295,33,42823,Petrol,110,1,0,1600,5,1075,26608.970333
13950,42,42560,Petrol,110,1,0,1600,5,1080,26445.54976
10950,38,41754,Petrol,110,0,0,1600,3,1040,25944.724734
12950,44,41499,CNG,110,1,0,1600,5,1103,25786.275129
12850,40,41339,Petrol,110,1,0,1600,5,1080,25686.855769
13995,35,41000,Petrol,110,1,0,1600,5,1075,25476.211
13750,39,40000,Petrol,110,1,0,1600,3,1055,24854.84
12750,37,39757,Petrol,110,1,0,1600,5,1075,24703.846847
12500,41,39659,Petrol,110,1,0,1600,3,1045,24642.952489
13950,43,39650,Petrol,110,0,0,1600,3,1055,24637.36015
11500,39,39524,Petrol,97,1,0,1398,3,1025,24559.067404
13950,44,39516,Petrol,97,1,0,1400,5,1060,24554.096436
11895,41,39439,Petrol,97,0,0,1400,5,1060,24506.250869
9950,44,39000,Petrol,97,1,0,1400,3,1025,24233.469
13500,42,38932,Petrol,110,1,0,1600,3,1040,24191.215772
11450,37,38812,Petrol,97,0,0,1400,3,1025,24116.651252
12450,42,38665,Petrol,110,1,0,1600,5,1075,24025.309715
12950,40,38653,Petrol,110,1,0,1600,5,1080,24017.853263
13995,44,38461,Petrol,110,1,0,1600,5,1080,23898.550031
11750,42,38078,Petrol,97,0,0,1400,3,1025,23660.564938
11650,39,37782,Petrol,97,1,0,1400,5,1060,23476.639122
9950,43,37576,Petrol,97,0,0,1400,3,1030,23348.636696
13950,41,37533,Petrol,110,1,0,1600,5,1075,23321.917743
12950,44,37389,Petrol,110,1,0,1600,5,1080,23232.440319
10950,38,37320,Petrol,97,1,0,1400,3,1025,23189.56572
9900,42,37000,Petrol,97,1,0,1400,3,1025,22990.727
11950,44,37000,Petrol,110,0,0,1600,4,1075,22990.727
11990,40,36566,Petrol,110,0,0,1600,5,1090,22721.051986
10750,36,36269,Petrol,110,1,0,1600,5,1075,22536.504799
13950,37,36074,Petrol,110,1,1,1600,5,1075,22415.337454
11250,44,36066,Petrol,110,1,0,1600,3,1040,22410.366486
12950,39,34599,Petrol,110,1,0,1600,5,1075,21498.815229
11950,41,34000,Petrol,110,1,0,1600,5,1075,21126.614
10950,42,33623,Petrol,97,1,0,1400,3,1025,20892.357133
12950,33,33591,Petrol,110,1,0,1600,5,1075,20872.473261
12950,35,33258,Petrol,110,1,0,1600,5,1075,20665.556718
11695,43,33113,Petrol,110,1,0,1600,5,1075,20575.457923
11000,41,33000,Petrol,110,1,1,1600,5,1075,20505.243
13950,35,32941,Petrol,110,1,0,1600,5,1080,20468.582111
11950,38,32781,Petrol,110,0,0,1600,5,1075,20369.162751
11750,40,32532,Petrol,110,1,0,1600,3,1040,20214.441372
12400,34,32431,Petrol,97,1,0,1400,5,1060,20151.682901
12500,35,32000,Petrol,110,0,0,1600,3,1040,19883.872
12900,33,31000,Petrol,110,1,0,1600,5,1075,19262.501
12200,41,30989,Petrol,110,0,0,1600,3,1045,19255.665919
12750,43,30742,Petrol,110,1,0,1600,3,1040,19102.187282
11950,42,30190,Petrol,110,1,0,1600,5,1075,18759.19049
11900,41,29716,Petrol,116,1,0,1600,5,1075,18464.660636
11950,44,29716,Petrol,110,1,1,1600,3,1070,18464.660636
14950,42,29640,Petrol,110,0,0,1600,3,1055,18417.43644
11950,41,29056,Petrol,97,1,0,1400,5,1060,18054.555776
12950,33,28715,Petrol,110,1,0,1600,5,1075,17842.668265
14950,41,28571,Petrol,110,0,0,1600,5,1090,17753.190841
13450,40,28362,Petrol,110,1,0,1600,3,1040,17623.324302
13750,38,28150,Petrol,110,1,0,1600,5,1075,17491.59365
12950,43,27301,Petrol,110,1,0,1600,3,1040,16964.049671
12750,33,27240,Petrol,110,1,0,1600,5,1075,16926.14604
11895,39,27170,Petrol,97,1,0,1400,5,1060,16882.65007
9950,42,27141,Petrol,97,1,0,1400,5,1060,16864.630311
12450,38,26262,Petrol,110,1,0,1600,5,1075,16318.445202
12500,38,26000,Petrol,97,1,0,1400,5,1060,16155.646
14950,43,25228,Petrol,110,1,0,1600,3,1045,15675.947588
13750,39,25062,Petrol,110,1,0,1600,5,1080,15572.800002
12695,39,24723,Petrol,110,1,1,1600,4,1060,15362.155233
14990,33,24650,Petrol,110,1,0,1600,3,1055,15316.79515
12750,43,24553,Petrol,110,1,0,1600,5,1080,15256.522163
14350,41,24475,Petrol,110,1,0,1600,5,1030,15208.055225
12950,39,24444,Petrol,110,1,0,1600,3,1040,15188.792724
11500,35,24011,Petrol,97,0,0,1400,3,1025,14919.739081
11950,41,24000,Petrol,97,1,0,1400,3,1025,14912.904
13450,40,23616,Petrol,110,1,0,1600,5,1075,14674.297536
12900,38,22865,Petrol,110,1,0,1600,5,1075,14207.647915
10500,41,22780,Petrol,86,1,0,1300,5,1035,14154.83138
10950,35,21904,Petrol,97,0,0,1400,3,1025,13610.510384
11950,41,21651,Petrol,97,0,0,1400,3,1025,13453.303521
11450,37,21500,Petrol,110,1,0,1600,5,1030,13359.4765
13250,44,21027,Petrol,110,1,0,1600,5,1080,13065.568017
10250,39,18500,Petrol,110,0,0,1600,4,1030,11495.3635
13995,35,18000,Petrol,110,1,0,1600,5,1075,11184.678
11950,40,17051,Petrol,97,0,0,1400,5,1060,10594.996921
13250,33,16512,Petrol,97,1,0,1400,5,1085,10260.077952
12950,40,16325,Petrol,110,1,0,1600,5,1080,10143.881575
11750,38,16000,Petrol,97,1,0,1400,5,1060,9941.936
11500,39,12000,Petrol,110,1,0,1600,5,1075,7456.452
13500,43,10000,Petrol,97,1,0,1400,5,1060,6213.71
6500,53,216000,Diesel,69,0,0,1900,3,1110,134216.136
6400,51,198167,Diesel,69,0,0,1900,4,1095,123135.226957
7000,53,176000,Diesel,69,0,0,1900,3,1105,109361.296
7750,54,174139,Diesel,72,1,0,2000,4,1100,108204.924569
8900,45,174000,Diesel,69,1,0,1900,5,1095,108118.554
8500,55,150000,CNG,110,1,0,1600,3,1075,93205.65
8950,54,149329,Diesel,72,1,0,2000,5,1135,92788.710059
9900,51,146736,Petrol,110,1,0,1600,5,1080,91177.495056
10250,53,143513,Diesel,69,0,0,1900,5,1140,89174.816323
9250,48,142130,CNG,110,0,0,1600,5,1119,88315.46023
7750,48,140700,Diesel,69,1,0,1900,5,1110,87426.8997
9450,54,138394,Diesel,69,1,0,1900,4,1095,85994.018174
7750,55,137000,Diesel,72,1,0,2000,5,1135,85127.827
8250,52,135258,Diesel,69,1,0,1900,5,1140,84045.398718
9950,49,131364,Petrol,110,1,0,1600,5,1075,81625.780044
4450,56,129155,Diesel,69,0,0,1800,5,1110,80253.171505
9950,50,126110,Petrol,110,0,0,1600,3,1055,78361.09681
9000,48,119742,Petrol,110,1,0,1600,5,1080,74404.206282
9950,53,117913,Diesel,69,1,0,1900,5,1110,73267.718723
12450,47,117430,Diesel,90,1,0,2000,3,1165,72967.59653
10500,55,117175,Petrol,110,1,0,1600,4,1035,72809.146925
10750,54,115558,Petrol,110,1,0,1600,4,1035,71804.390018
8950,53,115113,Petrol,97,1,0,1400,3,1025,71527.879923
10500,54,115046,Diesel,69,1,0,1900,5,1140,71486.248066
5150,56,113997,Diesel,72,1,0,2000,5,1135,70834.429887
10950,49,107859,Petrol,97,0,0,1400,5,1060,67020.454689
9450,52,104805,Petrol,97,1,0,1400,3,1025,65122.787655
9950,54,103454,Petrol,110,1,0,1600,5,1075,64283.315434000004
10950,51,103018,Diesel,69,0,0,1900,5,1140,64012.397678
11900,47,102352,Petrol,110,1,0,1600,5,1080,63598.564592
9950,50,102030,Petrol,97,1,0,1400,5,1060,63398.48313
11950,54,101352,Petrol,110,0,0,1600,5,1080,62977.193592
7900,50,99865,Petrol,110,1,0,1600,4,1035,62053.214915000004
10950,52,99323,Petrol,110,1,0,1600,3,1055,61716.431833
8950,48,98100,Diesel,69,1,0,1900,5,1140,60956.4951
11950,51,98040,Petrol,110,0,0,1600,5,1080,60919.21284
10900,49,97600,Petrol,110,1,0,1600,3,1045,60645.8096
9950,55,97234,Petrol,110,0,0,1600,5,1080,60418.387814
9950,51,96135,Diesel,72,0,0,2000,3,1115,59735.501085
10950,54,96100,Petrol,110,1,0,1600,5,1080,59713.7531
8950,55,94401,Diesel,72,0,0,2000,3,1115,58658.043771000004
8950,55,94122,Petrol,86,1,0,1300,3,1015,58484.681262
10500,49,91340,Petrol,110,1,0,1600,3,1055,56756.02714
8950,53,90200,Petrol,97,0,0,1400,3,1025,56047.6642
